player.rect.x-enemy02.rect.x,player.rect.y-enemy02.rect.y,enemy02.change_x,enemy02.change_y
-184,-75,-6,-3.350000000000006
-184,-81,-6,-3.0000000000000058
-184,-86,-6,-2.6500000000000057
-184,-91,-6,-2.3000000000000056
-184,-97,-6,-1.9500000000000055
-184,-102,-6,-1.6000000000000054
-184,-107,-6,-1.2500000000000053
-184,-113,-6,-0.9000000000000054
-184,-118,-6,-0.5500000000000054
-184,-123,-6,-0.2000000000000054
-184,-129,-6,0.14999999999999458
-184,-134,-6,0.49999999999999456
-184,-139,-6,0.8499999999999945
-184,-145,-6,1.1999999999999944
-184,-150,-6,1.5499999999999945
-184,-155,-6,1.8999999999999946
-184,-160,-6,2.2499999999999947
-184,-165,-6,2.5999999999999948
-184,-170,-6,2.949999999999995
-184,-174,-6,0
-184,-176,-6,0
-184,-178,-6,0
-184,-179,-6,0
-184,-180,-6,0
-184,-181,-6,0
-184,-181,-6,0
-184,-181,-6,0
-190,-181,0,0
-196,-180,0,0
-202,-179,0,0
-208,-168,0,-9.65
-214,-156,0,-9.3
-220,-145,0,-8.950000000000001
-226,-134,0,-8.600000000000001
-232,-122,0,-8.250000000000002
-238,-111,0,-7.900000000000002
-238,-99,-6,-7.5500000000000025
-238,-87,-6,-7.200000000000003
-238,-76,-6,-6.850000000000003
-238,-64,-6,-6.5000000000000036
-238,-52,-6,-6.150000000000004
-238,-41,-6,-5.800000000000004
-238,-29,-6,-5.450000000000005
-238,-17,-6,-5.100000000000005
-238,-6,-6,-4.750000000000005
-238,0,-6,-4.400000000000006
-238,5,-6,-4.050000000000006
-238,9,-6,-3.700000000000006
-238,13,-6,-3.350000000000006
-238,16,-6,-3.0000000000000058
-238,19,-6,-2.6500000000000057
-238,12,-6,-2.3000000000000056
-238,4,-6,-1.9500000000000055
-238,-3,-6,-1.6000000000000054
-238,-10,-6,-1.2500000000000053
-238,-18,-6,-0.9000000000000054
-238,-25,-6,-0.5500000000000054
-234,-32,-6,-0.2000000000000054
-228,-40,-6,0.14999999999999458
-222,-47,-6,0.49999999999999456
-216,-54,-6,0.8499999999999945
-210,-62,-6,1.1999999999999944
-204,-69,-6,1.5499999999999945
-198,-76,-6,1.8999999999999946
-198,-84,-6,2.2499999999999947
-198,-91,-6,2.5999999999999948
-198,-98,-6,2.949999999999995
-198,-106,-6,3.299999999999995
-198,-113,-6,3.649999999999995
-198,-121,-6,3.999999999999995
-198,-128,-6,4.349999999999995
-198,-135,-6,4.699999999999995
-198,-143,-6,5.0499999999999945
-198,-150,-6,5.399999999999994
-198,-157,-6,5.749999999999994
-198,-165,-6,6.099999999999993
-197,-172,-6,6.449999999999993
-197,-179,-6,6.799999999999993
-197,-181,-6,0
-197,-181,-6,0
-197,-181,-6,0
-197,-181,-6,0
-197,-180,-6,0
-196,-179,-6,0
-196,-168,-6,-9.65
-196,-156,-6,-9.3
-196,-145,-6,-8.950000000000001
-196,-134,-6,-8.600000000000001
-196,-122,-6,-8.250000000000002
-196,-111,-6,-7.900000000000002
-196,-99,-6,-7.5500000000000025
-196,-87,-6,-7.200000000000003
-196,-76,-6,-6.850000000000003
-196,-64,-6,-6.5000000000000036
-196,-52,-6,-6.150000000000004
-196,-41,-6,-5.800000000000004
-196,-29,-6,-5.450000000000005
-196,-20,-6,-5.100000000000005
-196,-15,-6,-4.750000000000005
-196,-10,-6,-4.400000000000006
-196,-5,-6,-4.050000000000006
-196,-1,-6,-3.700000000000006
-196,3,-6,-3.350000000000006
-196,6,-6,-3.0000000000000058
-196,10,-6,-2.6500000000000057
-196,14,-6,-2.3000000000000056
-196,17,-6,-1.9500000000000055
-196,21,-6,-1.6000000000000054
-196,25,-6,-1.2500000000000053
-196,28,-6,-0.9000000000000054
-196,32,-6,-0.5500000000000054
-196,36,-6,-0.2000000000000054
-196,39,-6,0.14999999999999458
-196,43,-6,0.49999999999999456
-196,47,-6,0.8499999999999945
-184,50,-6,1.1999999999999944
-172,54,-6,1.5499999999999945
-160,58,-6,1.8999999999999946
-148,61,-6,2.2499999999999947
-136,65,-6,2.5999999999999948
-124,69,-6,2.949999999999995
-112,72,-6,3.299999999999995
-100,76,-6,3.649999999999995
-88,79,-6,3.999999999999995
-76,83,-6,4.349999999999995
-66,87,-6,4.699999999999995
-60,90,-6,5.0499999999999945
-48,94,-6,5.399999999999994
-36,98,-6,5.749999999999994
-24,101,-6,6.099999999999993
-12,108,-6,0
0,118,-6,0
12,128,-6,0
24,138,-6,1
36,148,-6,1.35
48,158,-6,1.7000000000000002
60,168,-6,2.0500000000000003
72,178,-6,2.4000000000000004
72,188,6,2.7500000000000004
72,198,6,3.1000000000000005
72,208,6,3.4500000000000006
72,218,6,3.8000000000000007
76,228,6,4.15
82,238,6,4.5
88,249,6,4.85
94,259,6,5.199999999999999
100,260,6,5.549999999999999
106,255,6,5.899999999999999
112,249,6,6.249999999999998
118,243,6,6.599999999999998
124,237,6,6.9499999999999975
130,230,6,7.299999999999997
130,223,6,7.649999999999997
130,215,6,7.9999999999999964
130,207,6,8.349999999999996
130,199,6,8.699999999999996
130,190,6,9.049999999999995
130,181,6,9.399999999999995
130,172,6,9.749999999999995
130,162,6,10.099999999999994
130,152,6,10.449999999999994
130,142,6,10.799999999999994
130,131,6,11.149999999999993
130,120,6,11.499999999999993
130,109,6,11.849999999999993
130,97,6,12.199999999999992
130,85,6,12.549999999999992
130,73,6,12.899999999999991
130,60,6,13.249999999999991
130,47,6,13.59999999999999
130,34,6,13.94999999999999
130,20,6,14.29999999999999
130,6,6,14.64999999999999
130,-9,6,14.99999999999999
130,-24,6,15.349999999999989
130,-30,6,0
130,-30,6,0
130,-30,6,0
130,-30,6,0
130,-30,6,0
130,-30,6,0
130,-30,6,0
130,-30,6,0
130,-30,6,0
130,-30,6,0
130,-30,6,0
130,-30,6,0
130,-30,6,0
130,-30,6,0
130,-30,6,0
130,-30,6,0
130,-40,6,0
130,-50,6,0
130,-59,6,0
130,-68,6,0
130,-77,6,0
130,-85,6,0
130,-93,6,0
130,-101,6,0
130,-108,6,0
130,-115,6,0
130,-122,6,0
130,-128,6,0
130,-134,6,0
130,-140,6,0
130,-145,6,0
130,-150,6,0
130,-145,6,-9.65
130,-139,6,-9.3
130,-134,6,-8.950000000000001
126,-128,6,-8.600000000000001
120,-122,6,-8.250000000000002
114,-117,6,-7.900000000000002
114,-111,6,-7.5500000000000025
114,-105,6,-7.200000000000003
114,-100,6,-6.850000000000003
114,-94,6,-6.5000000000000036
114,-88,6,-6.150000000000004
114,-83,6,-5.800000000000004
114,-77,6,-5.450000000000005
114,-71,6,-5.100000000000005
114,-66,6,-4.750000000000005
114,-60,6,-4.400000000000006
108,-54,6,-4.050000000000006
102,-49,6,-3.700000000000006
96,-43,6,-3.350000000000006
90,-38,6,-3.0000000000000058
84,-33,6,-2.6500000000000057
78,-28,6,-2.3000000000000056
72,-26,6,-1.9500000000000055
66,-24,6,-1.6000000000000054
60,-22,6,-1.2500000000000053
54,-21,6,-0.9000000000000054
42,-30,6,-0.5500000000000054
30,-39,6,-0.2000000000000054
18,-48,6,0.14999999999999458
6,-57,6,0.49999999999999456
-6,-66,6,0.8499999999999945
-18,-75,6,1.1999999999999944
-30,-84,6,1.5499999999999945
-42,-93,6,1.8999999999999946
-54,-102,6,2.2499999999999947
-66,-111,6,2.5999999999999948
-78,-120,6,2.949999999999995
-90,-128,6,0
-96,-134,0,0
-102,-140,0,0
-108,-145,0,0
-114,-150,0,0
-120,-155,0,0
-126,-159,0,0
-132,-163,0,0
-132,-166,-6,0
-132,-169,-6,0
-132,-172,-6,0
-132,-174,-6,0
-132,-176,-6,0
-132,-178,-6,0
-132,-179,-6,0
-132,-180,-6,0
-132,-181,-6,0
-132,-171,-6,-9.65
-132,-161,-6,-9.3
-132,-152,-6,-8.950000000000001
-132,-142,-6,-8.600000000000001
-132,-132,-6,-8.250000000000002
-134,-123,-6,-7.900000000000002
-140,-113,-6,-7.5500000000000025
-146,-103,-6,-7.200000000000003
-152,-94,-6,-6.850000000000003
-158,-84,-6,-6.5000000000000036
-164,-74,-6,-6.150000000000004
-164,-64,-6,-5.800000000000004
-164,-54,-6,-5.450000000000005
-164,-44,-6,-5.100000000000005
-164,-34,-6,-4.750000000000005
-164,-24,-6,-4.400000000000006
-164,-14,-6,-4.050000000000006
-164,-4,-6,-3.700000000000006
-164,6,-6,-3.350000000000006
-164,15,-6,-3.0000000000000058
-164,19,-6,-2.6500000000000057
-164,22,-6,-2.3000000000000056
-164,24,-6,-1.9500000000000055
-164,27,-6,-1.6000000000000054
-164,30,-6,-1.2500000000000053
-164,32,-6,-0.9000000000000054
-164,35,-6,-0.5500000000000054
-164,38,-6,-0.2000000000000054
-164,40,-6,0.14999999999999458
-164,43,-6,0.49999999999999456
-164,46,-6,0.8499999999999945
-164,48,-6,1.1999999999999944
-164,51,-6,1.5499999999999945
-164,54,-6,1.8999999999999946
-164,56,-6,2.2499999999999947
-164,59,-6,2.5999999999999948
-164,62,-6,2.949999999999995
-164,64,-6,3.299999999999995
-164,67,-6,3.649999999999995
-164,69,-6,3.999999999999995
-158,71,-6,4.349999999999995
-146,74,-6,4.699999999999995
-134,76,-6,5.0499999999999945
-122,79,-6,5.399999999999994
-110,82,-6,5.749999999999994
-98,84,-6,6.099999999999993
-86,87,-6,6.449999999999993
-74,90,-6,6.799999999999993
-62,92,-6,7.149999999999992
-50,95,-6,7.499999999999992
-38,98,-6,7.849999999999992
-26,100,-6,8.199999999999992
-14,103,-6,8.549999999999992
-2,106,-6,8.899999999999991
10,108,-6,9.249999999999991
22,111,-6,9.59999999999999
34,114,-6,9.94999999999999
46,116,-6,10.29999999999999
58,109,-6,10.64999999999999
70,98,-6,10.99999999999999
70,87,6,11.349999999999989
70,76,6,11.699999999999989
70,64,6,12.049999999999988
70,52,6,12.399999999999988
70,40,6,12.749999999999988
70,27,6,13.099999999999987
70,14,6,13.449999999999987
70,1,6,13.799999999999986
70,-13,6,14.149999999999986
70,-27,6,14.499999999999986
70,-30,6,0
70,-30,6,0
70,-30,6,0
70,-30,6,0
70,-30,6,0
70,-30,6,0
70,-30,6,0
70,-30,6,0
70,-30,6,0
70,-30,6,0
70,-30,6,0
70,-40,6,0
70,-50,6,0
70,-59,6,0
70,-68,6,0
70,-77,6,0
70,-85,6,0
70,-93,6,0
70,-101,6,0
70,-108,6,0
70,-115,6,0
70,-122,6,0
70,-128,6,0
70,-134,6,0
70,-140,6,0
70,-145,6,0
70,-150,6,0
70,-155,6,0
70,-149,6,-9.65
64,-143,6,-9.3
58,-137,6,-8.950000000000001
52,-131,6,-8.600000000000001
46,-125,6,-8.250000000000002
46,-119,6,-7.900000000000002
46,-113,6,-7.5500000000000025
46,-107,6,-7.200000000000003
46,-101,6,-6.850000000000003
46,-95,6,-6.5000000000000036
46,-89,6,-6.150000000000004
46,-83,6,-5.800000000000004
46,-77,6,-5.450000000000005
46,-71,6,-5.100000000000005
46,-65,6,-4.750000000000005
46,-59,6,-4.400000000000006
52,-53,6,-4.050000000000006
58,-47,6,-3.700000000000006
64,-41,6,-3.350000000000006
70,-36,6,-3.0000000000000058
76,-31,6,-2.6500000000000057
82,-28,6,-2.3000000000000056
82,-26,6,-1.9500000000000055
82,-24,6,-1.6000000000000054
82,-22,6,-1.2500000000000053
82,-21,6,-0.9000000000000054
82,-20,6,-0.5500000000000054
82,-19,6,-0.2000000000000054
82,-19,6,0.14999999999999458
82,-19,6,0.49999999999999456
82,-19,6,0.8499999999999945
82,-20,6,1.1999999999999944
82,-21,6,1.5499999999999945
82,-22,6,1.8999999999999946
82,-24,6,2.2499999999999947
82,-26,6,2.5999999999999948
82,-28,6,2.949999999999995
82,-30,6,0
82,-30,6,0
82,-30,6,0
82,-30,6,0
82,-30,6,0
82,-30,6,0
82,-30,6,0
82,-29,6,0
82,-28,6,0
82,-27,6,0
82,-25,6,0
82,-23,6,0
82,-21,6,0
82,-18,6,0
82,-15,6,0
82,-12,6,0
82,-8,6,0
82,-4,6,0
82,0,6,0
82,5,6,0
82,10,6,0
82,14,6,1
82,19,6,1.35
82,24,6,1.7000000000000002
82,28,6,2.0500000000000003
82,33,6,2.4000000000000004
82,38,6,2.7500000000000004
82,43,6,3.1000000000000005
82,48,-6,3.4500000000000006
82,53,-6,3.8000000000000007
82,58,-6,4.15
82,63,-6,4.5
82,68,-6,4.85
82,73,-6,5.199999999999999
78,70,-6,5.549999999999999
72,65,-6,5.899999999999999
66,59,-6,6.249999999999998
60,53,-6,6.599999999999998
54,47,-6,6.9499999999999975
48,40,-6,7.299999999999997
48,33,-6,7.649999999999997
36,25,6,7.9999999999999964
24,17,6,8.349999999999996
12,9,6,8.699999999999996
0,0,6,9.049999999999995
-12,-9,6,9.399999999999995
-24,-18,6,9.749999999999995
-36,-28,6,10.099999999999994
-42,-30,6,0
-48,-30,6,0
-48,-30,6,0
-48,-30,6,0
-36,-30,-6,0
-24,-30,-6,0
-12,-30,-6,0
0,-30,-6,0
12,-30,-6,0
24,-30,-6,0
36,-30,-6,0
48,-30,-6,0
60,-30,-6,0
72,-30,-6,0
84,-30,-6,0
96,-30,-6,0
108,-30,-6,0
120,-30,-6,0
132,-30,-6,0
144,-30,-6,0
156,-30,-6,0
168,-30,-6,0
180,-30,-6,0
192,-30,-6,0
204,-30,-6,0
216,-30,-6,0
228,-30,-6,0
228,-30,6,0
228,-30,6,0
228,-30,6,0
228,-30,6,0
228,-30,6,0
228,-30,6,0
228,-30,6,0
222,-30,6,0
216,-30,6,0
210,-30,6,0
204,-30,6,0
198,-30,6,0
186,-30,6,0
174,-30,6,0
162,-30,6,0
150,-30,6,0
138,-30,6,0
126,-40,6,0
114,-50,6,0
102,-59,6,0
90,-68,6,0
78,-77,6,0
66,-85,6,0
54,-93,6,0
42,-101,6,0
30,-108,6,0
18,-115,6,0
6,-122,6,0
-6,-128,6,0
-18,-134,6,0
-30,-140,6,0
-42,-145,6,0
-54,-150,6,0
-54,-155,-6,0
-54,-159,-6,0
-54,-163,-6,0
-54,-166,-6,0
-54,-169,-6,0
-54,-172,-6,0
-54,-174,-6,0
-54,-176,-6,0
-54,-178,-6,0
-54,-179,-6,0
-54,-180,-6,0
-54,-181,-6,0
-54,-181,-6,0
-54,-181,-6,0
-54,-181,-6,0
-54,-170,-6,-9.65
-60,-159,0,-9.3
-66,-149,0,-8.950000000000001
-72,-138,0,-8.600000000000001
-78,-127,0,-8.250000000000002
-84,-117,0,-7.900000000000002
-90,-107,0,-7.5500000000000025
-96,-99,0,-7.200000000000003
-102,-92,0,-6.850000000000003
-108,-85,0,-6.5000000000000036
-114,-78,0,-6.150000000000004
-120,-72,0,-5.800000000000004
-126,-66,0,-5.450000000000005
-132,-60,0,-5.100000000000005
-138,-55,0,-4.750000000000005
-138,-50,-6,-4.400000000000006
-138,-45,-6,-4.050000000000006
-138,-51,-6,-3.700000000000006
-138,-57,-6,-3.350000000000006
-144,-63,-6,-3.0000000000000058
-150,-69,-6,-2.6500000000000057
-156,-75,-6,-2.3000000000000056
-156,-81,-6,-1.9500000000000055
-156,-87,-6,-1.6000000000000054
-156,-93,-6,-1.2500000000000053
-156,-99,-6,-0.9000000000000054
-156,-105,-6,-0.5500000000000054
-156,-111,-6,-0.2000000000000054
-156,-117,-6,0.14999999999999458
-156,-123,-6,0.49999999999999456
-156,-129,-6,0.8499999999999945
-156,-135,-6,1.1999999999999944
-156,-141,-6,1.5499999999999945
-156,-147,-6,1.8999999999999946
-156,-153,-6,2.2499999999999947
-156,-159,-6,2.5999999999999948
-156,-164,-6,2.949999999999995
-156,-169,-6,0
-156,-172,-6,0
-156,-174,-6,0
-156,-176,-6,0
-156,-178,-6,0
-156,-179,-6,0
-156,-180,-6,0
-156,-181,-6,0
-156,-171,-6,-9.65
-156,-161,-6,-9.3
-156,-152,-6,-8.950000000000001
-156,-142,-6,-8.600000000000001
-156,-132,-6,-8.250000000000002
-156,-123,-6,-7.900000000000002
-156,-113,-6,-7.5500000000000025
-156,-103,-6,-7.200000000000003
-156,-94,-6,-6.850000000000003
-156,-84,-6,-6.5000000000000036
-156,-74,-6,-6.150000000000004
-156,-64,-6,-5.800000000000004
-156,-54,-6,-5.450000000000005
-156,-44,-6,-5.100000000000005
-156,-34,-6,-4.750000000000005
-156,-24,-6,-4.400000000000006
-156,-14,-6,-4.050000000000006
-156,-4,-6,-3.700000000000006
-156,6,-6,-3.350000000000006
-156,15,-6,-3.0000000000000058
-156,19,-6,-2.6500000000000057
-156,22,-6,-2.3000000000000056
-156,24,-6,-1.9500000000000055
-156,26,-6,-1.6000000000000054
-156,28,-6,-1.2500000000000053
-156,29,-6,-0.9000000000000054
-156,30,-6,-0.5500000000000054
-156,31,-6,-0.2000000000000054
-156,31,-6,0.14999999999999458
-156,31,-6,0.49999999999999456
-156,31,-6,0.8499999999999945
-156,30,-6,1.1999999999999944
-156,30,-6,1.5499999999999945
-156,30,-6,1.8999999999999946
-156,29,-6,2.2499999999999947
-156,29,-6,2.5999999999999948
-156,29,-6,2.949999999999995
-156,28,-6,3.299999999999995
-156,28,-6,3.649999999999995
-156,27,-6,3.999999999999995
-156,26,-6,4.349999999999995
-156,26,-6,4.699999999999995
-156,25,-6,5.0499999999999945
-156,24,-6,5.399999999999994
-156,24,-6,5.749999999999994
-156,23,-6,6.099999999999993
-156,22,-6,6.449999999999993
-156,22,-6,6.799999999999993
-150,27,-6,0
-144,33,-6,0
-138,40,-6,0
-132,47,-6,0
-126,55,-6,0
-120,63,-6,0
-114,71,-6,0
-108,79,-6,1
-102,87,-6,1.35
-96,95,-6,1.7000000000000002
-84,103,-6,2.0500000000000003
-72,111,-6,2.4000000000000004
-60,119,-6,2.7500000000000004
-48,127,-6,3.1000000000000005
-36,135,-6,3.4500000000000006
-24,143,-6,3.8000000000000007
-12,151,-6,4.15
0,159,-6,4.5
12,167,-6,4.85
24,165,-6,5.199999999999999
36,160,-6,5.549999999999999
48,155,-6,5.899999999999999
60,149,-6,6.249999999999998
72,143,-6,6.599999999999998
72,137,6,6.9499999999999975
72,130,6,7.299999999999997
72,123,6,7.649999999999997
72,115,6,7.9999999999999964
72,107,6,8.349999999999996
72,99,6,8.699999999999996
72,90,6,9.049999999999995
72,81,6,9.399999999999995
72,72,6,9.749999999999995
72,62,6,10.099999999999994
72,52,6,10.449999999999994
72,42,6,10.799999999999994
72,31,6,11.149999999999993
72,20,6,11.499999999999993
72,9,6,11.849999999999993
72,-3,6,12.199999999999992
72,-15,6,12.549999999999992
72,-27,6,12.899999999999991
72,-30,6,0
72,-30,6,0
72,-30,6,0
72,-30,6,0
72,-30,6,0
72,-30,6,0
72,-30,6,0
72,-30,6,0
72,-40,6,0
72,-50,6,0
72,-59,6,0
72,-68,6,0
72,-77,6,0
72,-85,6,0
72,-93,6,0
72,-101,6,0
72,-108,6,0
72,-115,6,0
72,-122,6,0
72,-128,6,0
72,-134,6,0
72,-140,6,0
72,-145,6,0
72,-140,6,-9.65
72,-135,6,-9.3
66,-130,6,-8.950000000000001
60,-125,6,-8.600000000000001
54,-119,6,-8.250000000000002
48,-114,6,-7.900000000000002
42,-109,6,-7.5500000000000025
42,-103,6,-7.200000000000003
42,-98,6,-6.850000000000003
42,-93,6,-6.5000000000000036
42,-87,6,-6.150000000000004
42,-82,6,-5.800000000000004
42,-77,6,-5.450000000000005
42,-71,6,-5.100000000000005
42,-66,6,-4.750000000000005
42,-61,6,-4.400000000000006
42,-55,6,-4.050000000000006
46,-50,6,-3.700000000000006
46,-45,6,-3.350000000000006
46,-40,6,-3.0000000000000058
46,-35,6,-2.6500000000000057
46,-30,6,-2.3000000000000056
40,-26,6,-1.9500000000000055
34,-24,6,-1.6000000000000054
28,-22,6,-1.2500000000000053
22,-21,6,-0.9000000000000054
16,-20,6,-0.5500000000000054
10,-19,6,-0.2000000000000054
4,-19,6,0.14999999999999458
-2,-19,6,0.49999999999999456
-14,-29,6,0.8499999999999945
-26,-40,6,1.1999999999999944
-38,-50,6,1.5499999999999945
-50,-60,6,1.8999999999999946
-62,-71,6,2.2499999999999947
-74,-81,6,2.5999999999999948
-86,-91,6,2.949999999999995
-98,-101,6,0
-110,-108,6,0
-122,-115,6,0
-134,-122,6,0
-140,-128,0,0
-146,-134,0,0
-146,-140,-6,0
-146,-145,-6,0
-146,-150,-6,0
-146,-155,-6,0
-146,-159,-6,0
-146,-163,-6,0
-146,-166,-6,0
-146,-169,-6,0
-146,-172,-6,0
-146,-174,-6,0
-146,-176,-6,0
-146,-168,-6,-9.65
-146,-159,-6,-9.3
-146,-151,-6,-8.950000000000001
-146,-143,-6,-8.600000000000001
-146,-134,-6,-8.250000000000002
-146,-126,-6,-7.900000000000002
-146,-118,-6,-7.5500000000000025
